StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.CCRA.W.9,,FALSE,11,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.CCRA.W.9,,FALSE,12,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,K,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,1,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,2,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,3,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,4,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,5,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,6,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,7,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,8,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,9,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,10,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,11,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.W.10,,FALSE,12,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,K,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,1,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,2,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,3,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,4,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,5,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,6,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,7,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,8,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,9,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,10,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,11,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.1,,FALSE,12,English,English Language Arts and Literacy,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on othersâ ideas and expressing their own clearly and persuasively."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,K,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,1,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,2,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,3,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,4,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,5,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,6,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,7,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,8,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,9,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,10,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,11,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.2,,FALSE,12,English,English Language Arts and Literacy,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,K,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,1,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,2,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,3,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,4,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,5,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,6,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,7,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,8,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,9,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,10,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,11,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.3,,FALSE,12,English,English Language Arts and Literacy,"Evaluate a speakerâs point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,K,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,1,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,2,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,3,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,4,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,5,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,6,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,7,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,8,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,9,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,10,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,11,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.4,,FALSE,12,English,English Language Arts and Literacy,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,K,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,1,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,2,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,3,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,4,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,5,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,6,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,7,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,8,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,9,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,10,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,11,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.5,,FALSE,12,English,English Language Arts and Literacy,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,K,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,1,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,2,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,3,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,4,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,5,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,6,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,7,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,8,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,9,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,10,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,11,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.SL.6,,FALSE,12,English,English Language Arts and Literacy,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,K,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,1,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,2,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,3,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,4,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,5,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,6,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,7,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,8,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,9,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,10,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,11,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.1,,FALSE,12,English,English Language Arts and Literacy,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,K,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,1,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,2,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,3,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,4,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,5,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,6,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,7,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,8,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,9,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,10,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,11,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.2,,FALSE,12,English,English Language Arts and Literacy,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,K,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,1,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,2,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,3,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,4,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,5,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,6,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,7,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,8,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,9,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,10,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,11,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.3,,FALSE,12,English,English Language Arts and Literacy,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening. "
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,K,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,1,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,2,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,3,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,4,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,5,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,6,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,7,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,8,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,9,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,10,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,11,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.4,,FALSE,12,English,English Language Arts and Literacy,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,K,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,1,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,2,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,3,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,4,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,5,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,6,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-Literacy.CCRA.L.5,,FALSE,7,English,English Language Arts and Literacy,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
