StatementCode,Parent Standard,Is Parent Standard,Grade,Subject,Sub-Subject,Standard Type,Statement,Column2,Column3,Column4,Column5,Column6,Column7,Column8
CCSS.Math.Content.3.G.A.1,,FALSE,3,Mathematics,Mathematics,Common Core," Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories.",,,,,,,
CCSS.Math.Content.3.G.A.2,,FALSE,3,Mathematics,Mathematics,Common Core,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape.",,,,,,,
CCSS.Math.Content.4.OA.A.1,,FALSE,4,Mathematics,Mathematics,Common Core,"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 &times; 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.",,,,,,,
CCSS.Math.Content.4.OA.A.2,,FALSE,4,Mathematics,Mathematics,Common Core,"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.1",,,,,,,
CCSS.Math.Content.4.OA.A.3,,FALSE,4,Mathematics,Mathematics,Common Core,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",,,,,,,
CCSS.Math.Content.4.OA.B.4,,FALSE,4,Mathematics,Mathematics,Common Core,Find all factor pairs for a whole number in the range 1&ndash;100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1&ndash;100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1&ndash;100 is prime or composite.,,,,,,,
CCSS.Math.Content.4.OA.C.5,,FALSE,4,Mathematics,Mathematics,Common Core,"Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself. For example, given the rule &ldquo;Add 3&rdquo; and the starting number 1, generate terms in the resulting sequence and observe that the terms appear to alternate between odd and even numbers. Explain informally why the numbers will continue to alternate in this way.",,,,,,,
CCSS.Math.Content.4.NBT.A.1,,FALSE,4,Mathematics,Mathematics,Common Core,"Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right. For example, recognize that 700 &divide; 70 = 10 by applying concepts of place value and division.",,,,,,,
CCSS.Math.Content.4.NBT.A.2,,FALSE,4,Mathematics,Mathematics,Common Core,"Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using &gt;, =, and &lt; symbols to record the results of comparisons.",,,,,,,
CCSS.Math.Content.4.NBT.A.3,,FALSE,4,Mathematics,Mathematics,Common Core,Use place value understanding to round multi-digit whole numbers to any place.,,,,,,,
CCSS.Math.Content.4.NBT.B.4,,FALSE,4,Mathematics,Mathematics,Common Core,Fluently add and subtract multi-digit whole numbers using the standard algorithm.,,,,,,,
CCSS.Math.Content.4.NBT.B.5,,FALSE,4,Mathematics,Mathematics,Common Core,"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,
CCSS.Math.Content.4.NBT.B.6,,FALSE,4,Mathematics,Mathematics,Common Core,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,
CCSS.Math.Content.4.NF.A.1,,FALSE,4,Mathematics,Mathematics,Common Core,"Explain why a fraction a/b is equivalent to a fraction (n &times; a)/(n &times; b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.",,,,,,,
CCSS.Math.Content.4.NF.A.2,,FALSE,4,Mathematics,Mathematics,Common Core,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols &gt;, =, or &lt;, and justify the conclusions, e.g., by using a visual fraction model.",,,,,,,
CCSS.Math.Content.4.NF.B.3,,TRUE,4,Mathematics,Mathematics,Common Core,Understand a fraction a/b with a &gt; 1 as a sum of fractions 1/b.,,,,,,,
CCSS.Math.Content.4.NF.B.3a,CCSS.Math.Content.4.NF.B.3,FALSE,4,Mathematics,Mathematics,Common Core,Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.,,,,,,,
CCSS.Math.Content.4.NF.B.3b,CCSS.Math.Content.4.NF.B.3,FALSE,4,Mathematics,Mathematics,Common Core,"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation. Justify decompositions, e.g., by using a visual fraction model. Examples: 3/8 = 1/8 + 1/8 + 1/8 ; 3/8 = 1/8 + 2/8 ; 2 1/8 = 1 + 1 + 1/8 = 8/8 + 8/8 + 1/8.",,,,,,,
CCSS.Math.Content.4.NF.B.3c,CCSS.Math.Content.4.NF.B.3,FALSE,4,Mathematics,Mathematics,Common Core,"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction.",,,,,,,
CCSS.Math.Content.4.NF.B.3d,CCSS.Math.Content.4.NF.B.3,FALSE,4,Mathematics,Mathematics,Common Core,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem.",,,,,,,
CCSS.Math.Content.4.NF.B.4,,TRUE,4,Mathematics,Mathematics,Common Core,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.,,,,,,,
CCSS.Math.Content.4.NF.B.4a,CCSS.Math.Content.4.NF.B.4,FALSE,4,Mathematics,Mathematics,Common Core,"Understand a fraction a/b as a multiple of 1/b. For example, use a visual fraction model to represent 5/4 as the product 5 &times; (1/4), recording the conclusion by the equation 5/4 = 5 &times; (1/4).",,,,,,,
CCSS.Math.Content.4.NF.B.4b,CCSS.Math.Content.4.NF.B.4,FALSE,4,Mathematics,Mathematics,Common Core,"Understand a multiple of a/b as a multiple of 1/b, and use this understanding to multiply a fraction by a whole number. For example, use a visual fraction model to express 3 &times; (2/5) as 6 &times; (1/5), recognizing this product as 6/5. (In general, n &times; (a/b) = (n &times; a)/b.)",,,,,,,
CCSS.Math.Content.4.NF.B.4c,CCSS.Math.Content.4.NF.B.4,FALSE,4,Mathematics,Mathematics,Common Core,"Solve word problems involving multiplication of a fraction by a whole number, e.g., by using visual fraction models and equations to represent the problem. For example, if each person at a party will eat 3/8 of a pound of roast beef, and there will be 5 people at the party, how many pounds of roast beef will be needed? Between what two whole numbers does your answer lie?",,,,,,,
CCSS.Math.Content.4.NF.C.5,,FALSE,4,Mathematics,Mathematics,Common Core,"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.2 For example, express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100.",,,,,,,
CCSS.Math.Content.4.NF.C.6,,FALSE,4,Mathematics,Mathematics,Common Core,"Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram.",,,,,,,
CCSS.Math.Content.4.NF.C.7,,FALSE,4,Mathematics,Mathematics,Common Core,"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols &gt;, =, or &lt;, and justify the conclusions, e.g., by using a visual model.",,,,,,,
CCSS.Math.Content.4.MD.A.1,,FALSE,4,Mathematics,Mathematics,Common Core,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two-column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...",,,,,,,
CCSS.Math.Content.4.MD.A.2,,FALSE,4,Mathematics,Mathematics,Common Core,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.",,,,,,,
CCSS.Math.Content.4.MD.A.3,,FALSE,4,Mathematics,Mathematics,Common Core,"Apply the area and perimeter formulas for rectangles in real world and mathematical problems. For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor.",,,,,,,
CCSS.Math.Content.4.MD.B.4,,FALSE,4,Mathematics,Mathematics,Common Core,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots. For example, from a line plot find and interpret the difference in length between the longest and shortest specimens in an insect collection.",,,,,,,
CCSS.Math.Content.4.MD.C.5,,TRUE,4,Mathematics,Mathematics,Common Core,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:",,,,,,,
CCSS.Math.Content.4.MD.C.5a,CCSS.Math.Content.4.MD.C.5,FALSE,4,Mathematics,Mathematics,Common Core,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a &ldquo;one-degree angle,&rdquo; and can be used to measure angles.",,,,,,,
CCSS.Math.Content.4.MD.C.5b,CCSS.Math.Content.4.MD.C.5,FALSE,4,Mathematics,Mathematics,Common Core,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.,,,,,,,
CCSS.Math.Content.4.MD.C.6,,FALSE,4,Mathematics,Mathematics,Common Core,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.,,,,,,,
CCSS.Math.Content.4.MD.C.7,,FALSE,4,Mathematics,Mathematics,Common Core,"Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real world and mathematical problems, e.g., by using an equation with a symbol for the unknown angle measure.",,,,,,,
CCSS.Math.Content.4.G.A.1,,FALSE,4,Mathematics,Mathematics,Common Core,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.",,,,,,,
CCSS.Math.Content.4.G.A.2,,FALSE,4,Mathematics,Mathematics,Common Core,"Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.",,,,,,,
CCSS.Math.Content.4.G.A.3,,FALSE,4,Mathematics,Mathematics,Common Core,Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.,,,,,,,
CCSS.Math.Content.5.OA.A.1,,FALSE,5,Mathematics,Mathematics,Common Core,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",,,,,,,
CCSS.Math.Content.5.OA.A.2,,FALSE,5,Mathematics,Mathematics,Common Core,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation &ldquo;add 8 and 7, then multiply by 2&rdquo; as 2 &times; (8 + 7). Recognize that 3 &times; (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product.",,,,,,,
CCSS.Math.Content.5.OA.B.3,,FALSE,5,Mathematics,Mathematics,Common Core,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule &ldquo;Add 3&rdquo; and the starting number 0, and given the rule &ldquo;Add 6&rdquo; and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so.",,,,,,,
CCSS.Math.Content.5.NBT.A.1,,FALSE,5,Mathematics,Mathematics,Common Core,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.",,,,,,,
CCSS.Math.Content.5.NBT.A.2,,FALSE,5,Mathematics,Mathematics,Common Core,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10.",,,,,,,
CCSS.Math.Content.5.NBT.A.3,,TRUE,5,Mathematics,Mathematics,Common Core,"Read, write, and compare decimals to thousandths.",,,,,,,
CCSS.Math.Content.5.NBT.A.3a,CCSS.Math.Content.5.NBT.A.3,FALSE,5,Mathematics,Mathematics,Common Core,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 &times; 100 + 4 &times; 10 + 7 &times; 1 + 3 &times; (1/10) + 9 &times; (1/100) + 2 &times; (1/1000).",,,,,,,
CCSS.Math.Content.5.NBT.A.3b,CCSS.Math.Content.5.NBT.A.3,FALSE,5,Mathematics,Mathematics,Common Core,"Compare two decimals to thousandths based on meanings of the digits in each place, using &gt;, =, and &lt; symbols to record the results of comparisons.",,,,,,,
CCSS.Math.Content.5.NBT.A.4,,FALSE,5,Mathematics,Mathematics,Common Core,Use place value understanding to round decimals to any place.,,,,,,,
CCSS.Math.Content.5.NBT.B.5,,FALSE,5,Mathematics,Mathematics,Common Core,Fluently multiply multi-digit whole numbers using the standard algorithm.,,,,,,,
CCSS.Math.Content.5.NBT.B.6,,FALSE,5,Mathematics,Mathematics,Common Core,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models.",,,,,,,
CCSS.Math.Content.5.NBT.B.7,,FALSE,5,Mathematics,Mathematics,Common Core,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,,,,,
CCSS.Math.Content.5.NF.A.1,,FALSE,5,Mathematics,Mathematics,Common Core,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",,,,,,,
CCSS.Math.Content.5.NF.A.2,,FALSE,5,Mathematics,Mathematics,Common Core,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers. For example, recognize an incorrect result 2/5 + 1/2 = 3/7, by observing that 3/7 &lt; 1/2.",,,,,,,
CCSS.Math.Content.5.NF.B.3,,FALSE,5,Mathematics,Mathematics,Common Core,"Interpret a fraction as division of the numerator by the denominator (a/b = a &divide; b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?",,,,,,,
CCSS.Math.Content.5.NF.B.4,,TRUE,5,Mathematics,Mathematics,Common Core,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,,,,,,,
CCSS.Math.Content.5.NF.B.4a,CCSS.Math.Content.5.NF.B.4,FALSE,5,Mathematics,Mathematics,Common Core,"Interpret the product (a/b) &times; q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a &times; q &divide; b. For example, use a visual fraction model to show (2/3) &times; 4 = 8/3, and create a story context for this equation. Do the same with (2/3) &times; (4/5) = 8/15. (In general, (a/b) &times; (c/d) = ac/bd.)",,,,,,,
CCSS.Math.Content.5.NF.B.4b,CCSS.Math.Content.5.NF.B.4,FALSE,5,Mathematics,Mathematics,Common Core,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths to find areas of rectangles, and represent fraction products as rectangular areas.",,,,,,,
CCSS.Math.Content.5.NF.B.5,,TRUE,5,Mathematics,Mathematics,Common Core,"Interpret multiplication as scaling (resizing), by:",,,,,,,
CCSS.Math.Content.5.NF.B.5a,CCSS.Math.Content.5.NF.B.5,FALSE,5,Mathematics,Mathematics,Common Core,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication.",,,,,,,
CCSS.Math.Content.5.NF.B.5b,CCSS.Math.Content.5.NF.B.5,FALSE,5,Mathematics,Mathematics,Common Core,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fraction less than 1 results in a product smaller than the given number; and relating the principle of fraction equivalence a/b = (n &times; a)/(n &times; b) to the effect of multiplying a/b by 1.,,,,,,,
CCSS.Math.Content.5.NF.B.6,,FALSE,5,Mathematics,Mathematics,Common Core,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem.",,,,,,,
CCSS.Math.Content.5.NF.B.7,,TRUE,5,Mathematics,Mathematics,Common Core,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1,,,,,,,
CCSS.Math.Content.5.NF.B.7a,CCSS.Math.Content.5.NF.B.7,FALSE,5,Mathematics,Mathematics,Common Core,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) &divide; 4, and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) &divide; 4 = 1/12 because (1/12) &times; 4 = 1/3.",,,,,,,
CCSS.Math.Content.5.NF.B.7b,CCSS.Math.Content.5.NF.B.7,FALSE,5,Mathematics,Mathematics,Common Core,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 &divide; (1/5), and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 &divide; (1/5) = 20 because 20 &times; (1/5) = 4.",,,,,,,
CCSS.Math.Content.5.NF.B.7c,CCSS.Math.Content.5.NF.B.7,FALSE,5,Mathematics,Mathematics,Common Core,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?",,,,,,,
CCSS.Math.Content.5.MD.A.1,,FALSE,5,Mathematics,Mathematics,Common Core,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.",,,,,,,
CCSS.Math.Content.5.MD.B.2,,FALSE,5,Mathematics,Mathematics,Common Core,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally.",,,,,,,
CCSS.Math.Content.5.MD.C.3,,TRUE,5,Mathematics,Mathematics,Common Core,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,,,,,,,
CCSS.Math.Content.5.MD.C.3a,CCSS.Math.Content.5.MD.C.3,FALSE,5,Mathematics,Mathematics,Common Core,"A cube with side length 1 unit, called a &ldquo;unit cube,&rdquo; is said to have &ldquo;one cubic unit&rdquo; of volume, and can be used to measure volume.",,,,,,,
CCSS.Math.Content.5.MD.C.3b,CCSS.Math.Content.5.MD.C.3,FALSE,5,Mathematics,Mathematics,Common Core,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.,,,,,,,
CCSS.Math.Content.5.MD.C.4,,FALSE,5,Mathematics,Mathematics,Common Core,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",,,,,,,
CCSS.Math.Content.5.MD.C.5,,TRUE,5,Mathematics,Mathematics,Common Core,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,,,,,,,
CCSS.Math.Content.5.MD.C.5a,CCSS.Math.Content.5.MD.C.5,FALSE,5,Mathematics,Mathematics,Common Core,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent threefold whole-number products as volumes, e.g., to represent the associative property of multiplication.",,,,,,,
CCSS.Math.Content.5.MD.C.5b,CCSS.Math.Content.5.MD.C.5,FALSE,5,Mathematics,Mathematics,Common Core,Apply the formulas V = l &times; w &times; h and V = b &times; h for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.,,,,,,,
CCSS.Math.Content.5.MD.C.5c,CCSS.Math.Content.5.MD.C.5,FALSE,5,Mathematics,Mathematics,Common Core,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems.",,,,,,,
CCSS.Math.Content.5.G.A.1,,FALSE,5,Mathematics,Mathematics,Common Core,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate).",,,,,,,
CCSS.Math.Content.5.G.A.2,,FALSE,5,Mathematics,Mathematics,Common Core,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",,,,,,,
CCSS.Math.Content.5.G.B.3,,FALSE,5,Mathematics,Mathematics,Common Core,"Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles.",,,,,,,
CCSS.Math.Content.5.G.B.4,,FALSE,5,Mathematics,Mathematics,Common Core,Classify two-dimensional figures in a hierarchy based on properties.,,,,,,,
CCSS.Math.Content.6.RP.A.1,,FALSE,6,Mathematics,Mathematics,Common Core,"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, &ldquo;The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.&rdquo; &ldquo;For every vote candidate A received, candidate C received nearly three votes.&rdquo;",,,,,,,
CCSS.Math.Content.6.RP.A.2,,FALSE,6,Mathematics,Mathematics,Common Core,"Understand the concept of a unit rate a/b associated with a ratio a:b with b &ne; 0, and use rate language in the context of a ratio relationship. For example, &ldquo;This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.&rdquo; &ldquo;We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.&rdquo;1",,,,,,,
CCSS.Math.Content.6.RP.A.3,,TRUE,6,Mathematics,Mathematics,Common Core,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.",,,,,,,
CCSS.Math.Content.6.RP.A.3a,CCSS.Math.Content.6.RP.A.3,FALSE,6,Mathematics,Mathematics,Common Core,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios.",,,,,,,
CCSS.Math.Content.6.RP.A.3b,CCSS.Math.Content.6.RP.A.3,FALSE,6,Mathematics,Mathematics,Common Core,"Solve unit rate problems including those involving unit pricing and constant speed. For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?",,,,,,,
CCSS.Math.Content.6.RP.A.3c,CCSS.Math.Content.6.RP.A.3,FALSE,6,Mathematics,Mathematics,Common Core,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent.",,,,,,,
CCSS.Math.Content.6.RP.A.3d,CCSS.Math.Content.6.RP.A.3,FALSE,6,Mathematics,Mathematics,Common Core,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,,,,,,,
CCSS.Math.Content.6.NS.A.1,,FALSE,6,Mathematics,Mathematics,Common Core,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) &divide; (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) &divide; (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) &divide; (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?.",,,,,,,
CCSS.Math.Content.6.NS.B.2,,FALSE,6,Mathematics,Mathematics,Common Core,Fluently divide multi-digit numbers using the standard algorithm.,,,,,,,
CCSS.Math.Content.6.NS.B.3,,FALSE,6,Mathematics,Mathematics,Common Core,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",,,,,,,
CCSS.Math.Content.6.NS.B.4,,FALSE,6,Mathematics,Mathematics,Common Core,"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1&ndash;100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2)..",,,,,,,
CCSS.Math.Content.6.NS.C.5,,FALSE,6,Mathematics,Mathematics,Common Core,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",,,,,,,
CCSS.Math.Content.6.NS.C.6,,TRUE,6,Mathematics,Mathematics,Common Core,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,,,,,,,
CCSS.Math.Content.6.NS.C.6a,CCSS.Math.Content.6.NS.C.6,FALSE,6,Mathematics,Mathematics,Common Core,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., &ndash;(&ndash;3) = 3, and that 0 is its own opposite.",,,,,,,
CCSS.Math.Content.6.NS.C.6b,CCSS.Math.Content.6.NS.C.6,FALSE,6,Mathematics,Mathematics,Common Core,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",,,,,,,
CCSS.Math.Content.6.NS.C.6c,CCSS.Math.Content.6.NS.C.6,FALSE,6,Mathematics,Mathematics,Common Core,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,,,,,,,
CCSS.Math.Content.6.NS.C.7,,TRUE,6,Mathematics,Mathematics,Common Core,Understand ordering and absolute value of rational numbers.,,,,,,,
CCSS.Math.Content.6.NS.C.7a,CCSS.Math.Content.6.NS.C.7,FALSE,6,Mathematics,Mathematics,Common Core,"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret &ndash;3 &gt; &ndash;7 as a statement that &ndash;3 is located to the right of &ndash;7 on a number line oriented from left to right.",,,,,,,
